,name,year,runtime,certificate,genre,rating,url,movie_id,nudity,nudity_none,nudity_mild,nudity_moderate,nudity_severe,violence,violence_none,violence_mild,violence_moderate,violence_severe,profanity,profanity_none,profanity_mild,profanity_moderate,profanity_severe,alcohol,alcohol_none,alcohol_mild,alcohol_moderate,alcohol_severe,frightening,frightening_none,frightening_mild,frightening_moderate,frightening_severe
516,Robot & Frank,(2012),89 min,PG-13,"Comedy, Crime, Drama",7.1,http://www.imdb.com/title/tt1990314/,tt1990314,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
517,Would You Rather,(2012),93 min,Not Rated,Horror,5.8,http://www.imdb.com/title/tt1999995/,tt1999995,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
518,Bullet to the Head,(2012),92 min,R,"Action, Thriller",5.7,http://www.imdb.com/title/tt1308729/,tt1308729,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
519,Gambit,(I) (2012),89 min,PG-13,"Comedy, Crime",5.7,http://www.imdb.com/title/tt0404978/,tt0404978,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
520,Red Lights,(2012),114 min,R,"Drama, Horror, Mystery",6.2,http://www.imdb.com/title/tt1748179/,tt1748179,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
521,Arbitrage,(2012),107 min,R,"Drama, Thriller",6.6,http://www.imdb.com/title/tt1764183/,tt1764183,Moderate,0,0,1,0,Moderate,0,0,1,0,Severe,0,0,0,1,Moderate,0,0,1,0,Moderate,0,0,1,0
522,The Baytown Outlaws,(2012),98 min,R,"Action, Comedy, Crime",6.4,http://www.imdb.com/title/tt1836944/,tt1836944,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
523,The Tree of Life,(2011),139 min,PG-13,"Drama, Fantasy",6.8,http://www.imdb.com/title/tt0478304/,tt0478304,None,1,0,0,0,Mild,0,1,0,0,None,1,0,0,0,None,1,0,0,0,Mild,0,1,0,0
524,Killer Joe,(2011),102 min,R,"Crime, Drama, Thriller",6.7,http://www.imdb.com/title/tt1726669/,tt1726669,Severe,0,0,0,3,Severe,0,0,0,2,Moderate,0,0,2,1,Severe,0,0,1,1,Severe,0,0,0,3
525,Winter's Bone,(2010),100 min,R,Drama,7.2,http://www.imdb.com/title/tt1399683/,tt1399683,None,1,0,0,0,Mild,0,1,0,0,Moderate,0,0,1,0,Mild,0,1,0,0,Mild,0,1,0,0
526,The Road,(I) (2009),111 min,R,"Adventure, Drama",7.3,http://www.imdb.com/title/tt0898367/,tt0898367,Mild,0,2,0,0,Moderate,0,0,1,0,Moderate,0,0,1,0,Mild,0,1,0,0,Severe,0,0,0,1
527,In Bruges,(2008),107 min,R,"Comedy, Crime, Drama",7.9,http://www.imdb.com/title/tt0780536/,tt0780536,Moderate,0,2,3,0,Severe,0,0,1,3,Severe,0,0,0,4,Severe,0,0,1,3,Severe,0,0,1,3
528,Sunshine,(2007),107 min,R,"Adventure, Sci-Fi, Thriller",7.3,http://www.imdb.com/title/tt0448134/,tt0448134,None,1,0,0,0,Moderate,0,0,1,0,Moderate,0,0,1,0,None,1,0,0,0,Be the first to evaluate this category,0,0,0,0
529,Children of Men,(2006),109 min,R,"Drama, Sci-Fi, Thriller",7.9,http://www.imdb.com/title/tt0206634/,tt0206634,Moderate,0,1,5,0,Severe,0,0,1,5,Severe,0,0,1,4,Moderate,0,2,2,0,Severe,0,0,0,4
530,The Machinist,(2004),101 min,R,"Drama, Thriller",7.7,http://www.imdb.com/title/tt0361862/,tt0361862,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
531,Like Minds,(2006),110 min,PG-13,"Crime, Horror, Mystery",6.4,http://www.imdb.com/title/tt0425196/,tt0425196,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
532,Equilibrium,(2002),107 min,R,"Action, Drama, Sci-Fi",7.5,http://www.imdb.com/title/tt0238380/,tt0238380,Mild,0,1,0,0,Moderate,0,0,1,0,Moderate,0,0,1,0,Mild,0,1,0,0,Mild,0,1,0,0
533,"Lock, Stock and Two Smoking Barrels",(1998),107 min,R,"Comedy, Crime",8.2,http://www.imdb.com/title/tt0120735/,tt0120735,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
534,Interstellar,(2014),169 min,PG-13,"Adventure, Drama, Sci-Fi",8.6,http://www.imdb.com/title/tt0816692/,tt0816692,None,5,0,0,0,None,3,1,0,0,Mild,0,3,2,0,None,3,1,0,0,Moderate,0,0,3,1
535,Godzilla,(2014),123 min,PG-13,"Action, Adventure, Sci-Fi",6.4,http://www.imdb.com/title/tt0831387/,tt0831387,None,2,0,0,0,Moderate,0,0,2,0,Moderate,1,1,2,0,Mild,1,1,0,0,Moderate,0,0,3,1
536,Before Midnight,(2013),109 min,R,"Drama, Romance",7.9,http://www.imdb.com/title/tt2209418/,tt2209418,Severe,0,0,0,1,None,1,0,0,0,Moderate,0,0,1,0,Mild,0,1,0,0,Mild,0,1,0,0
537,The Heat,(I) (2013),117 min,R,"Action, Comedy, Crime",6.6,http://www.imdb.com/title/tt2404463/,tt2404463,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
538,The Conjuring,(2013),112 min,R,"Horror, Mystery, Thriller",7.5,http://www.imdb.com/title/tt1457767/,tt1457767,None,12,0,0,0,Moderate,0,3,10,1,Mild,2,9,0,1,None,7,3,0,0,Severe,0,0,2,11
539,The Rocky Horror Picture Show,(1975),100 min,R,"Comedy, Musical",7.4,http://www.imdb.com/title/tt0073629/,tt0073629,Severe,0,0,0,1,Moderate,0,0,1,0,Moderate,0,0,1,0,Be the first to evaluate this category,0,0,0,0,Moderate,0,0,1,0
540,Monty Python and the Holy Grail,(1975),91 min,PG,"Adventure, Comedy, Fantasy",8.3,http://www.imdb.com/title/tt0071853/,tt0071853,Mild,0,2,0,0,Mild,0,2,0,0,Mild,0,2,0,0,None,2,0,0,0,Mild,0,2,0,0
541,The Exorcist,(1973),122 min,R,Horror,8,http://www.imdb.com/title/tt0070047/,tt0070047,Moderate,1,2,9,5,Moderate,1,0,10,4,Severe,0,0,0,17,Mild,0,11,2,0,Severe,1,0,1,14
542,Rocky,(1976),120 min,PG,"Drama, Sport",8.1,http://www.imdb.com/title/tt0075148/,tt0075148,Mild,2,2,0,0,Moderate,0,1,1,0,Moderate,0,1,1,0,Mild,0,2,1,0,Moderate,0,1,1,0
543,Superman,(1978),143 min,PG,"Action, Adventure, Drama",7.3,http://www.imdb.com/title/tt0078346/,tt0078346,Mild,0,2,1,0,Mild,0,2,0,0,Mild,0,2,0,0,Mild,0,2,0,0,Mild,0,2,0,0
544,The Thing,(1982),109 min,R,"Horror, Mystery, Sci-Fi",8.2,http://www.imdb.com/title/tt0084787/,tt0084787,None,5,0,0,0,Severe,0,0,0,9,Moderate,0,0,6,0,Mild,0,4,1,0,Severe,0,0,0,8
545,Terms of Endearment,(1983),132 min,PG,"Comedy, Drama",7.4,http://www.imdb.com/title/tt0086425/,tt0086425,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
546,Indiana Jones and the Temple of Doom,(1984),118 min,PG,"Action, Adventure",7.6,http://www.imdb.com/title/tt0087469/,tt0087469,Mild,0,5,1,0,Moderate,0,0,6,4,Mild,0,5,1,0,Mild,1,3,0,0,Severe,0,1,1,5
547,The NeverEnding Story,(1984),102 min,PG,"Adventure, Drama, Family",7.4,http://www.imdb.com/title/tt0088323/,tt0088323,Be the first to evaluate this category,0,0,0,0,Mild,0,1,0,0,None,1,0,0,0,None,1,0,0,0,Mild,0,1,0,0
548,The Lost Boys,(1987),97 min,R,"Comedy, Horror",7.3,http://www.imdb.com/title/tt0093437/,tt0093437,Mild,0,1,0,0,Severe,0,0,1,2,Moderate,0,0,1,0,Moderate,0,0,1,0,Severe,0,0,0,1
549,Spaceballs,(1987),96 min,PG,"Adventure, Comedy, Sci-Fi",7.1,http://www.imdb.com/title/tt0094012/,tt0094012,Moderate,0,0,1,0,Moderate,0,0,1,0,Moderate,0,0,1,0,Mild,0,1,0,0,Mild,0,1,0,0
550,Beetlejuice,(1988),92 min,PG,"Comedy, Fantasy",7.5,http://www.imdb.com/title/tt0094721/,tt0094721,Mild,0,3,2,0,Moderate,0,1,2,0,Moderate,0,1,1,1,Mild,1,2,0,0,Moderate,0,1,2,0
551,Batman,(1989),126 min,PG-13,"Action, Adventure",7.6,http://www.imdb.com/title/tt0096895/,tt0096895,Mild,0,3,0,0,Moderate,0,1,3,0,Mild,0,2,1,0,Mild,0,3,0,0,Mild,0,3,0,0
552,The Godfather: Part III,(1990),162 min,R,"Crime, Drama",7.6,http://www.imdb.com/title/tt0099674/,tt0099674,Mild,0,1,0,0,Severe,0,0,0,1,Severe,0,0,0,1,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
553,Basic Instinct,(1992),127 min,R,"Drama, Mystery, Thriller",6.9,http://www.imdb.com/title/tt0103772/,tt0103772,Severe,0,0,6,9,Severe,0,0,2,5,Moderate,1,0,4,1,Severe,0,0,2,4,Severe,0,0,1,3
554,A Few Good Men,(1992),138 min,R,"Drama, Thriller",7.7,http://www.imdb.com/title/tt0104257/,tt0104257,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
555,The Secret Garden,(1993),101 min,G,"Drama, Family, Fantasy",7.3,http://www.imdb.com/title/tt0108071/,tt0108071,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
556,True Romance,(1993),120 min,R,"Crime, Drama, Romance",7.9,http://www.imdb.com/title/tt0108399/,tt0108399,Moderate,0,0,2,0,Severe,0,0,0,2,Severe,0,0,0,2,Severe,0,0,0,2,Severe,0,0,0,2
557,What's Eating Gilbert Grape,(1993),118 min,PG-13,Drama,7.8,http://www.imdb.com/title/tt0108550/,tt0108550,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
558,True Lies,(1994),141 min,R,"Action, Comedy, Thriller",7.2,http://www.imdb.com/title/tt0111503/,tt0111503,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
559,Die Hard with a Vengeance,(1995),128 min,R,"Action, Adventure, Thriller",7.6,http://www.imdb.com/title/tt0112864/,tt0112864,None,5,1,0,0,Severe,0,0,1,4,Severe,0,0,1,3,Mild,0,4,1,0,Moderate,0,0,4,0
560,Friday,(1995),91 min,R,"Comedy, Drama",7.3,http://www.imdb.com/title/tt0113118/,tt0113118,Mild,0,1,0,0,Mild,0,1,0,0,Severe,0,0,0,1,Severe,0,0,0,1,Mild,0,1,0,0
561,Hackers,(1995),107 min,PG-13,"Comedy, Crime, Drama",6.2,http://www.imdb.com/title/tt0113243/,tt0113243,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
562,From Dusk Till Dawn,(1996),108 min,R,"Action, Crime, Horror",7.3,http://www.imdb.com/title/tt0116367/,tt0116367,Moderate,0,0,1,0,Severe,0,0,0,2,Severe,0,0,1,1,Moderate,0,1,1,0,Severe,0,0,1,1
563,The NeverEnding Story III,(1994),95 min,G,"Adventure, Comedy, Family",3.1,http://www.imdb.com/title/tt0110647/,tt0110647,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
564,A Time to Kill,(1996),149 min,R,"Crime, Drama, Thriller",7.4,http://www.imdb.com/title/tt0117913/,tt0117913,Severe,0,0,0,1,Severe,0,0,0,1,Moderate,0,0,1,0,Mild,0,1,0,0,Severe,0,0,0,1
565,Mars Attacks!,(1996),106 min,PG-13,"Comedy, Sci-Fi",6.3,http://www.imdb.com/title/tt0116996/,tt0116996,Mild,1,1,0,0,Mild,0,1,0,0,Mild,0,1,0,0,Mild,0,1,0,0,Moderate,0,0,1,0
566,Scream,(1996),111 min,R,"Horror, Mystery",7.2,http://www.imdb.com/title/tt0117571/,tt0117571,Moderate,0,1,4,0,Severe,0,0,0,5,Severe,0,0,1,4,Mild,0,2,1,0,Severe,0,0,0,4
567,The Game,(1997),129 min,R,"Drama, Mystery, Thriller",7.8,http://www.imdb.com/title/tt0119174/,tt0119174,Mild,0,2,0,0,Moderate,1,0,1,0,Moderate,0,1,1,0,Moderate,1,0,1,0,Mild,0,2,0,0
568,Jackie Brown,(1997),154 min,R,"Crime, Drama, Thriller",7.5,http://www.imdb.com/title/tt0119396/,tt0119396,Mild,0,3,1,0,Moderate,0,0,2,0,Severe,0,0,0,2,Moderate,0,0,2,0,Mild,0,2,0,0
569,Starship Troopers,(1997),129 min,R,"Action, Adventure, Sci-Fi",7.2,http://www.imdb.com/title/tt0120201/,tt0120201,Moderate,0,1,1,0,Severe,0,0,0,2,Moderate,0,1,1,0,Mild,0,2,0,0,Moderate,0,0,2,0
570,Mulan,(1998),88 min,G,"Animation, Adventure, Family",7.6,http://www.imdb.com/title/tt0120762/,tt0120762,Mild,0,2,0,0,Moderate,0,1,1,0,Mild,1,1,0,0,Mild,1,1,0,0,Moderate,0,0,2,0
571,A Bug's Life,(1998),95 min,G,"Animation, Adventure, Comedy",7.2,http://www.imdb.com/title/tt0120623/,tt0120623,Mild,1,1,0,0,Moderate,0,0,3,1,None,2,0,0,0,Mild,0,1,0,0,Moderate,0,1,1,0
572,Eyes Wide Shut,(1999),159 min,R,"Drama, Mystery, Thriller",7.4,http://www.imdb.com/title/tt0120663/,tt0120663,Severe,0,0,2,7,Mild,2,3,2,0,Moderate,0,0,5,2,Moderate,0,1,4,1,Moderate,0,1,3,3
573,Cast Away,(2000),143 min,PG-13,"Adventure, Drama, Romance",7.8,http://www.imdb.com/title/tt0162222/,tt0162222,Severe,0,1,0,1,Moderate,0,1,1,1,Moderate,0,0,2,0,None,1,0,0,0,Moderate,0,0,1,0
574,Gone in Sixty Seconds,(2000),118 min,PG-13,"Action, Crime, Thriller",6.5,http://www.imdb.com/title/tt0187078/,tt0187078,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
575,Jay and Silent Bob Strike Back,(2001),104 min,R,Comedy,6.9,http://www.imdb.com/title/tt0261392/,tt0261392,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
576,The Mummy Returns,(2001),130 min,PG-13,"Action, Adventure, Fantasy",6.3,http://www.imdb.com/title/tt0209163/,tt0209163,Mild,0,1,0,0,Moderate,0,0,1,0,Mild,0,1,0,0,Be the first to evaluate this category,0,0,0,0,Moderate,0,0,1,0
577,Not Another Teen Movie,(2001),89 min,R,Comedy,5.7,http://www.imdb.com/title/tt0277371/,tt0277371,Severe,0,0,0,1,Moderate,0,0,1,0,Moderate,0,0,1,0,Severe,0,0,0,1,Mild,0,1,0,0
578,Planet of the Apes,(2001),119 min,PG-13,"Action, Adventure, Sci-Fi",5.7,http://www.imdb.com/title/tt0133152/,tt0133152,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
579,Zoolander,(2001),90 min,PG-13,Comedy,6.6,http://www.imdb.com/title/tt0196229/,tt0196229,Mild,0,1,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
580,Super Troopers,(2001),100 min,R,"Comedy, Crime, Mystery",7.1,http://www.imdb.com/title/tt0247745/,tt0247745,Severe,0,0,0,2,Moderate,0,1,1,0,Severe,0,0,0,2,Severe,0,0,1,1,None,1,0,0,0
581,Die Another Day,(2002),133 min,PG-13,"Action, Adventure, Thriller",6.1,http://www.imdb.com/title/tt0246460/,tt0246460,Moderate,0,0,2,0,Moderate,0,0,2,1,Mild,0,1,0,0,Mild,0,1,0,0,Moderate,0,0,1,0
582,Ice Age,(2002),81 min,PG,"Animation, Adventure, Comedy",7.6,http://www.imdb.com/title/tt0268380/,tt0268380,Be the first to evaluate this category,0,0,0,0,Severe,0,0,1,1,Moderate,0,0,1,0,None,1,0,0,0,Severe,0,0,1,1
583,Resident Evil,(2002),100 min,R,"Action, Horror, Sci-Fi",6.7,http://www.imdb.com/title/tt0120804/,tt0120804,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
584,The Ring,(2002),115 min,PG-13,"Horror, Mystery",7.1,http://www.imdb.com/title/tt0298130/,tt0298130,Mild,0,2,0,0,Moderate,0,0,3,0,Moderate,0,0,2,0,Mild,0,2,0,0,Severe,0,0,0,3
585,2 Fast 2 Furious,(2003),107 min,PG-13,"Action, Crime, Thriller",5.9,http://www.imdb.com/title/tt0322259/,tt0322259,Moderate,0,0,1,0,Severe,0,0,0,1,Moderate,0,0,1,0,Mild,0,1,0,0,Moderate,0,0,1,0
586,Anger Management,(2003),106 min,PG-13,Comedy,6.2,http://www.imdb.com/title/tt0305224/,tt0305224,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
587,Hulk,(2003),138 min,PG-13,"Action, Sci-Fi",5.7,http://www.imdb.com/title/tt0286716/,tt0286716,Mild,0,1,0,0,Severe,0,0,0,1,Moderate,0,0,1,0,None,1,0,0,0,Severe,0,0,0,1
588,Identity,(2003),90 min,R,"Mystery, Thriller",7.3,http://www.imdb.com/title/tt0309698/,tt0309698,None,2,0,0,0,Moderate,0,1,3,0,Moderate,0,1,1,0,None,1,0,0,0,Moderate,1,0,1,1
589,Wrong Turn,(I) (2003),84 min,R,Horror,6.1,http://www.imdb.com/title/tt0295700/,tt0295700,Moderate,1,1,2,0,Severe,0,0,1,3,Moderate,0,0,3,2,Moderate,0,2,2,0,Severe,0,0,1,3
590,Bad Santa,(2003),91 min,R,"Comedy, Crime, Drama",7.1,http://www.imdb.com/title/tt0307987/,tt0307987,Severe,0,1,0,1,Moderate,0,0,2,0,Severe,0,0,0,2,Severe,0,0,1,1,Mild,0,2,0,0
591,The Chronicles of Riddick,(2004),119 min,PG-13,"Action, Adventure, Sci-Fi",6.7,http://www.imdb.com/title/tt0296572/,tt0296572,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
592,Dawn of the Dead,(2004),101 min,R,"Action, Horror, Thriller",7.3,http://www.imdb.com/title/tt0363547/,tt0363547,Moderate,1,1,2,3,Severe,1,0,1,5,Severe,1,0,2,3,Mild,2,3,0,0,Severe,1,0,0,4
593,The Day After Tomorrow,(2004),124 min,PG-13,"Action, Adventure, Sci-Fi",6.4,http://www.imdb.com/title/tt0319262/,tt0319262,Mild,0,1,0,0,Moderate,0,0,1,0,Mild,0,1,0,0,Mild,0,1,0,0,Moderate,0,0,1,0
594,A Series of Unfortunate Events,(2004),108 min,PG,"Adventure, Comedy, Family",6.8,http://www.imdb.com/title/tt0339291/,tt0339291,Be the first to evaluate this category,0,0,0,0,Moderate,0,0,1,0,Mild,0,1,0,0,Be the first to evaluate this category,0,0,0,0,Moderate,0,0,1,0
595,Man on Fire,(2004),146 min,R,"Action, Crime, Drama",7.7,http://www.imdb.com/title/tt0328107/,tt0328107,Mild,2,3,0,0,Severe,0,0,2,2,Moderate,0,0,4,0,Mild,0,3,1,0,Severe,0,0,2,2
596,Ocean's Twelve,(2004),125 min,PG-13,"Crime, Thriller",6.5,http://www.imdb.com/title/tt0349903/,tt0349903,Mild,0,1,0,0,Moderate,0,0,1,0,Moderate,0,0,1,0,Mild,0,1,0,0,Severe,0,0,0,2
597,Saw,(2004),103 min,R,"Crime, Horror, Mystery",7.7,http://www.imdb.com/title/tt0387564/,tt0387564,Mild,1,12,0,0,Severe,1,1,3,17,Severe,1,0,5,11,Mild,5,8,0,0,Severe,1,0,1,16
598,Shrek 2,(2004),93 min,PG,"Animation, Adventure, Comedy",7.2,http://www.imdb.com/title/tt0298148/,tt0298148,Mild,0,3,0,0,Mild,0,3,0,0,Mild,0,3,0,0,Mild,0,3,0,0,Mild,0,3,0,0
599,White Chicks,(2004),109 min,PG-13,"Comedy, Crime",5.5,http://www.imdb.com/title/tt0381707/,tt0381707,Moderate,0,0,1,0,Moderate,0,0,1,0,Moderate,0,0,1,0,Moderate,0,0,1,0,None,1,0,0,0
600,The Amityville Horror,(2005),90 min,R,"Drama, Horror, Mystery",6,http://www.imdb.com/title/tt0384806/,tt0384806,Moderate,0,0,1,0,Severe,0,0,1,1,Severe,0,0,1,1,Moderate,0,1,1,0,Moderate,0,0,1,0
601,Constantine,(2005),121 min,R,"Drama, Fantasy, Horror",6.9,http://www.imdb.com/title/tt0360486/,tt0360486,Mild,0,2,1,0,Moderate,0,1,1,1,Mild,0,2,1,0,Mild,0,2,1,0,Moderate,0,1,1,1
602,Cheaper by the Dozen 2,(2005),94 min,PG,"Adventure, Comedy, Family",5.5,http://www.imdb.com/title/tt0452598/,tt0452598,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
